BlockCode,TechCode,TechCategory,max_ad_down,max_ad_up
060014002001020,12,Copper (DSL/VDSL),100.0,20.0
060014002001021,10,Copper (DSL/VDSL),6.0,0.512
060014002001021,11,Copper (DSL/VDSL),18.0,1.5
060014002001021,12,Copper (DSL/VDSL),25.0,5.0
060014002001021,50,Fiber to the Premises,1000.0,1000.0
060014002002000,11,Copper (DSL/VDSL),18.0,1.5
060014002002000,12,Copper (DSL/VDSL),50.0,10.0
060014002002000,50,Fiber to the Premises,1000.0,1000.0
060014002002002,11,Copper (DSL/VDSL),18.0,1.5
060014002002002,12,Copper (DSL/VDSL),25.0,5.0
060014002002002,50,Fiber to the Premises,1000.0,1000.0
060014002002003,11,Copper (DSL/VDSL),18.0,1.5
060014002002003,12,Copper (DSL/VDSL),50.0,10.0
060014002002004,10,Copper (DSL/VDSL),1.5,0.256
060014002002004,11,Copper (DSL/VDSL),18.0,1.5
060014002002004,12,Copper (DSL/VDSL),100.0,20.0
060014002002005,11,Copper (DSL/VDSL),18.0,1.5
060014002002005,12,Copper (DSL/VDSL),100.0,20.0
060014002002005,50,Fiber to the Premises,1000.0,1000.0
060014002002006,10,Copper (DSL/VDSL),1.5,0.256
060014002002006,11,Copper (DSL/VDSL),18.0,1.5
060014002002006,12,Copper (DSL/VDSL),100.0,20.0
060014002002006,50,Fiber to the Premises,1000.0,1000.0
060014002002007,10,Copper (DSL/VDSL),3.0,0.384
060014002002007,11,Copper (DSL/VDSL),18.0,1.5
060014002002007,12,Copper (DSL/VDSL),100.0,20.0
060014002002007,50,Fiber to the Premises,1000.0,1000.0
060014002002008,11,Copper (DSL/VDSL),18.0,1.5
060014002002008,12,Copper (DSL/VDSL),50.0,10.0
060014002002008,50,Fiber to the Premises,1000.0,1000.0
060014002002011,11,Copper (DSL/VDSL),18.0,1.5
060014002002011,12,Copper (DSL/VDSL),75.0,20.0
060014002002012,11,Copper (DSL/VDSL),18.0,1.5
060014002002012,12,Copper (DSL/VDSL),100.0,20.0
060014002002012,50,Fiber to the Premises,1000.0,1000.0
060014003001002,11,Copper (DSL/VDSL),18.0,1.5
060014003001002,12,Copper (DSL/VDSL),50.0,10.0
060014003001002,50,Fiber to the Premises,1000.0,1000.0
060014003001003,11,Copper (DSL/VDSL),18.0,1.5
060014003001003,12,Copper (DSL/VDSL),50.0,10.0
060014003001005,11,Copper (DSL/VDSL),18.0,1.5
060014003001005,12,Copper (DSL/VDSL),50.0,10.0
060014003001005,50,Fiber to the Premises,1000.0,1000.0
060014003001006,10,Copper (DSL/VDSL),6.0,0.512
060014003001006,11,Copper (DSL/VDSL),18.0,1.5
060014003001006,12,Copper (DSL/VDSL),100.0,20.0
060014003001006,50,Fiber to the Premises,1000.0,1000.0
060014003001007,11,Copper (DSL/VDSL),18.0,1.5
060014003001007,12,Copper (DSL/VDSL),100.0,20.0
060014003001007,50,Fiber to the Premises,1000.0,1000.0
060014003001008,10,Copper (DSL/VDSL),6.0,0.512
060014003001008,11,Copper (DSL/VDSL),18.0,1.5
060014003001008,12,Copper (DSL/VDSL),100.0,20.0
060014003001008,50,Fiber to the Premises,1000.0,1000.0
060014003001009,11,Copper (DSL/VDSL),18.0,1.5
060014003001009,12,Copper (DSL/VDSL),100.0,20.0
060014003001009,50,Fiber to the Premises,1000.0,1000.0
060014003001010,10,Copper (DSL/VDSL),1.5,0.256
060014003001010,11,Copper (DSL/VDSL),18.0,1.5
060014003001010,12,Copper (DSL/VDSL),100.0,20.0
060014003001010,50,Fiber to the Premises,1000.0,1000.0
060014003002000,11,Copper (DSL/VDSL),18.0,1.5
060014003002000,12,Copper (DSL/VDSL),75.0,20.0
060014003002000,50,Fiber to the Premises,1000.0,1000.0
060014003002001,11,Copper (DSL/VDSL),18.0,1.5
060014003002001,12,Copper (DSL/VDSL),100.0,20.0
060014003002001,50,Fiber to the Premises,1000.0,1000.0
060014003002003,10,Copper (DSL/VDSL),6.0,0.512
060014003002003,11,Copper (DSL/VDSL),18.0,1.5
060014003002003,12,Copper (DSL/VDSL),100.0,20.0
060014003002003,50,Fiber to the Premises,1000.0,1000.0
060014003002004,10,Copper (DSL/VDSL),3.0,0.384
060014003002004,11,Copper (DSL/VDSL),18.0,1.5
060014003002004,12,Copper (DSL/VDSL),75.0,20.0
060014003002004,50,Fiber to the Premises,1000.0,1000.0
060014003002005,10,Copper (DSL/VDSL),6.0,0.512
060014003002005,11,Copper (DSL/VDSL),18.0,1.5
060014003002005,12,Copper (DSL/VDSL),100.0,20.0
060014003002006,12,Copper (DSL/VDSL),25.0,5.0
060014003002006,50,Fiber to the Premises,1000.0,1000.0
060014003002007,11,Copper (DSL/VDSL),18.0,1.5
060014003002007,12,Copper (DSL/VDSL),50.0,10.0
060014003002007,50,Fiber to the Premises,1000.0,1000.0
060014003002008,10,Copper (DSL/VDSL),6.0,0.512
060014003002008,11,Copper (DSL/VDSL),18.0,1.5
060014003002008,12,Copper (DSL/VDSL),100.0,20.0
060014003002008,50,Fiber to the Premises,1000.0,1000.0
060014003002010,10,Copper (DSL/VDSL),0.768,0.256
060014003002010,11,Copper (DSL/VDSL),18.0,1.5
060014003002010,12,Copper (DSL/VDSL),50.0,10.0
060014003002010,50,Fiber to the Premises,1000.0,1000.0
060014003002011,11,Copper (DSL/VDSL),18.0,1.5
060014003002011,12,Copper (DSL/VDSL),50.0,10.0
060014003002011,50,Fiber to the Premises,1000.0,1000.0
060014003002012,10,Copper (DSL/VDSL),3.0,0.384
060014003002012,11,Copper (DSL/VDSL),18.0,1.5
060014003002012,12,Copper (DSL/VDSL),100.0,20.0
060014003002012,50,Fiber to the Premises,1000.0,1000.0
060014003002013,11,Copper (DSL/VDSL),18.0,1.5
060014003002013,12,Copper (DSL/VDSL),100.0,20.0
060014003002013,50,Fiber to the Premises,1000.0,1000.0
060014003002015,10,Copper (DSL/VDSL),3.0,0.384
060014003002015,12,Copper (DSL/VDSL),50.0,10.0
060014003002015,50,Fiber to the Premises,1000.0,1000.0
060014003002016,10,Copper (DSL/VDSL),6.0,0.512
060014003002016,11,Copper (DSL/VDSL),18.0,1.5
060014003002016,12,Copper (DSL/VDSL),100.0,20.0
060014003002016,50,Fiber to the Premises,1000.0,1000.0
060014003002017,50,Fiber to the Premises,1000.0,1000.0
060014003002020,10,Copper (DSL/VDSL),6.0,0.512
060014003002020,11,Copper (DSL/VDSL),18.0,1.5
060014003002020,12,Copper (DSL/VDSL),75.0,20.0
060014003002020,50,Fiber to the Premises,1000.0,1000.0
060014003002021,11,Copper (DSL/VDSL),18.0,1.5
060014003002021,12,Copper (DSL/VDSL),25.0,5.0
060014003002021,50,Fiber to the Premises,1000.0,1000.0
060014003003002,11,Copper (DSL/VDSL),18.0,1.5
060014003003002,12,Copper (DSL/VDSL),25.0,5.0
060014003003004,11,Copper (DSL/VDSL),18.0,1.5
060014003003004,12,Copper (DSL/VDSL),25.0,5.0
060014003003004,50,Fiber to the Premises,1000.0,1000.0
060014003003005,11,Copper (DSL/VDSL),18.0,1.5
060014003003005,12,Copper (DSL/VDSL),75.0,20.0
060014003003005,50,Fiber to the Premises,1000.0,1000.0
060014003003006,11,Copper (DSL/VDSL),18.0,1.5
060014003003006,12,Copper (DSL/VDSL),25.0,5.0
060014003003006,50,Fiber to the Premises,1000.0,1000.0
060014003003007,11,Copper (DSL/VDSL),12.0,1.5
060014003003007,50,Fiber to the Premises,1000.0,1000.0
060014003003008,11,Copper (DSL/VDSL),18.0,1.5
060014003003008,12,Copper (DSL/VDSL),25.0,5.0
060014003003008,50,Fiber to the Premises,1000.0,1000.0
060014003003009,11,Copper (DSL/VDSL),18.0,1.5
060014003003009,12,Copper (DSL/VDSL),50.0,10.0
060014003003009,50,Fiber to the Premises,1000.0,1000.0
060014003003011,11,Copper (DSL/VDSL),18.0,1.5
060014003003011,12,Copper (DSL/VDSL),25.0,5.0
060014003003011,50,Fiber to the Premises,1000.0,1000.0
060014003003012,11,Copper (DSL/VDSL),18.0,1.5
060014003003012,12,Copper (DSL/VDSL),100.0,20.0
060014003003012,50,Fiber to the Premises,1000.0,1000.0
060014003003013,11,Copper (DSL/VDSL),18.0,1.5
060014003003013,12,Copper (DSL/VDSL),75.0,20.0
060014003003014,11,Copper (DSL/VDSL),18.0,1.5
060014003003014,12,Copper (DSL/VDSL),25.0,5.0
060014003003015,11,Copper (DSL/VDSL),18.0,1.5
060014003003017,11,Copper (DSL/VDSL),18.0,1.5
060014003003017,12,Copper (DSL/VDSL),100.0,20.0
060014003003017,50,Fiber to the Premises,1000.0,1000.0
060014003003018,11,Copper (DSL/VDSL),18.0,1.5
060014003003018,12,Copper (DSL/VDSL),100.0,20.0
060014003003018,50,Fiber to the Premises,1000.0,1000.0
060014003003019,11,Copper (DSL/VDSL),18.0,1.5
060014003003019,12,Copper (DSL/VDSL),100.0,20.0
060014003003019,50,Fiber to the Premises,1000.0,1000.0
060014003003020,11,Copper (DSL/VDSL),18.0,1.5
060014003003020,50,Fiber to the Premises,1000.0,1000.0
060014003003022,11,Copper (DSL/VDSL),18.0,1.5
060014003003022,12,Copper (DSL/VDSL),100.0,20.0
060014003004002,10,Copper (DSL/VDSL),3.0,0.384
060014003004002,11,Copper (DSL/VDSL),18.0,1.5
060014003004002,12,Copper (DSL/VDSL),100.0,20.0
060014003004002,50,Fiber to the Premises,1000.0,1000.0
060014003004003,10,Copper (DSL/VDSL),3.0,0.384
060014003004003,11,Copper (DSL/VDSL),12.0,1.5
060014003004003,12,Copper (DSL/VDSL),50.0,10.0
060014003004003,50,Fiber to the Premises,1000.0,1000.0
060014003004004,12,Copper (DSL/VDSL),50.0,10.0
060014003004004,50,Fiber to the Premises,1000.0,1000.0
060014003004005,10,Copper (DSL/VDSL),3.0,0.384
060014003004005,11,Copper (DSL/VDSL),12.0,1.5
060014003004005,50,Fiber to the Premises,1000.0,1000.0
060014003004006,10,Copper (DSL/VDSL),1.5,0.256
060014003004006,11,Copper (DSL/VDSL),18.0,1.5
060014003004006,12,Copper (DSL/VDSL),25.0,5.0
060014003004006,50,Fiber to the Premises,1000.0,1000.0
060014003004007,11,Copper (DSL/VDSL),18.0,1.5
060014003004007,12,Copper (DSL/VDSL),100.0,20.0
060014003004007,50,Fiber to the Premises,1000.0,1000.0
060014003004008,11,Copper (DSL/VDSL),18.0,1.5
060014003004008,12,Copper (DSL/VDSL),75.0,20.0
060014003004008,50,Fiber to the Premises,1000.0,1000.0
060014003004009,50,Fiber to the Premises,1000.0,1000.0
060014003004010,10,Copper (DSL/VDSL),6.0,0.512
060014003004010,11,Copper (DSL/VDSL),18.0,1.5
060014003004010,12,Copper (DSL/VDSL),100.0,20.0
060014003004010,50,Fiber to the Premises,1000.0,1000.0
060014003004011,11,Copper (DSL/VDSL),18.0,1.5
060014003004011,12,Copper (DSL/VDSL),50.0,10.0
060014003004011,50,Fiber to the Premises,1000.0,1000.0
060014003004012,12,Copper (DSL/VDSL),50.0,10.0
060014003004012,50,Fiber to the Premises,1000.0,1000.0
060014003004013,12,Copper (DSL/VDSL),50.0,10.0
060014003004013,50,Fiber to the Premises,1000.0,1000.0
060014003004014,12,Copper (DSL/VDSL),50.0,10.0
060014003004014,50,Fiber to the Premises,1000.0,1000.0
060014003004015,11,Copper (DSL/VDSL),18.0,1.5
060014003004015,12,Copper (DSL/VDSL),75.0,20.0
060014003004015,50,Fiber to the Premises,1000.0,1000.0
060014003004016,11,Copper (DSL/VDSL),18.0,1.5
060014003004016,12,Copper (DSL/VDSL),50.0,10.0
060014003004016,50,Fiber to the Premises,1000.0,1000.0
060014004001000,11,Copper (DSL/VDSL),18.0,1.5
060014004001000,12,Copper (DSL/VDSL),50.0,10.0
060014004001000,50,Fiber to the Premises,1000.0,1000.0
060014004001001,10,Copper (DSL/VDSL),3.0,0.384
060014004001001,11,Copper (DSL/VDSL),18.0,1.5
060014004001001,12,Copper (DSL/VDSL),50.0,10.0
060014004001001,50,Fiber to the Premises,1000.0,1000.0
060014004001002,11,Copper (DSL/VDSL),18.0,1.5
060014004001002,12,Copper (DSL/VDSL),50.0,10.0
060014004001002,50,Fiber to the Premises,1000.0,1000.0
060014004001003,10,Copper (DSL/VDSL),3.0,0.384
060014004001003,11,Copper (DSL/VDSL),18.0,1.5
060014004001003,12,Copper (DSL/VDSL),75.0,20.0
060014004001003,50,Fiber to the Premises,1000.0,1000.0
060014004001004,11,Copper (DSL/VDSL),18.0,1.5
060014004001004,12,Copper (DSL/VDSL),50.0,10.0
060014004001004,50,Fiber to the Premises,1000.0,1000.0
060014004001005,11,Copper (DSL/VDSL),18.0,1.5
060014004001005,12,Copper (DSL/VDSL),100.0,20.0
060014004001005,50,Fiber to the Premises,1000.0,1000.0
060014004001006,11,Copper (DSL/VDSL),18.0,1.5
060014004001006,12,Copper (DSL/VDSL),100.0,20.0
060014004001006,50,Fiber to the Premises,1000.0,1000.0
060014004001007,11,Copper (DSL/VDSL),18.0,1.5
060014004001007,12,Copper (DSL/VDSL),50.0,10.0
060014004001007,50,Fiber to the Premises,1000.0,1000.0
060014004001008,11,Copper (DSL/VDSL),18.0,1.5
060014004001008,12,Copper (DSL/VDSL),75.0,20.0
060014004001008,50,Fiber to the Premises,1000.0,1000.0
060014004001009,11,Copper (DSL/VDSL),18.0,1.5
060014004001009,12,Copper (DSL/VDSL),100.0,20.0
060014004001009,50,Fiber to the Premises,1000.0,1000.0
060014004001010,11,Copper (DSL/VDSL),18.0,1.5
060014004001010,12,Copper (DSL/VDSL),100.0,20.0
060014004001010,50,Fiber to the Premises,1000.0,1000.0
060014004001011,10,Copper (DSL/VDSL),3.0,0.384
060014004001011,12,Copper (DSL/VDSL),50.0,10.0
060014004001011,50,Fiber to the Premises,1000.0,1000.0
060014004002000,11,Copper (DSL/VDSL),6.0,1.0
060014004002000,50,Fiber to the Premises,1000.0,1000.0
060014004002001,11,Copper (DSL/VDSL),18.0,1.5
060014004002001,12,Copper (DSL/VDSL),100.0,20.0
060014004002001,50,Fiber to the Premises,1000.0,1000.0
060014004002002,11,Copper (DSL/VDSL),18.0,1.5
060014004002002,12,Copper (DSL/VDSL),100.0,20.0
060014004002002,50,Fiber to the Premises,1000.0,1000.0
060014004002003,50,Fiber to the Premises,1000.0,1000.0
060014004002004,12,Copper (DSL/VDSL),50.0,10.0
060014004002004,50,Fiber to the Premises,1000.0,1000.0
060014004002006,11,Copper (DSL/VDSL),10.0,1.0
060014004002006,12,Copper (DSL/VDSL),50.0,10.0
060014004002006,50,Fiber to the Premises,1000.0,1000.0
060014004002007,11,Copper (DSL/VDSL),18.0,1.5
060014004002007,12,Copper (DSL/VDSL),100.0,20.0
060014004002007,50,Fiber to the Premises,1000.0,1000.0
060014004002009,50,Fiber to the Premises,1000.0,1000.0
060014004002010,11,Copper (DSL/VDSL),18.0,1.5
060014004002010,50,Fiber to the Premises,1000.0,1000.0
060014004002011,11,Copper (DSL/VDSL),18.0,1.5
060014004002011,12,Copper (DSL/VDSL),100.0,20.0
060014004002011,50,Fiber to the Premises,1000.0,1000.0
060014004002012,11,Copper (DSL/VDSL),18.0,1.5
060014004002012,12,Copper (DSL/VDSL),100.0,20.0
060014004002012,50,Fiber to the Premises,1000.0,1000.0
060014004002013,50,Fiber to the Premises,1000.0,1000.0
060014004002015,10,Copper (DSL/VDSL),3.0,0.384
060014004002015,11,Copper (DSL/VDSL),18.0,1.5
060014004002015,12,Copper (DSL/VDSL),100.0,20.0
060014004002015,50,Fiber to the Premises,1000.0,1000.0
060014004002016,11,Copper (DSL/VDSL),12.0,1.5
060014004002016,50,Fiber to the Premises,1000.0,1000.0
060014004002017,11,Copper (DSL/VDSL),18.0,1.5
060014004002017,12,Copper (DSL/VDSL),100.0,20.0
060014004002017,50,Fiber to the Premises,1000.0,1000.0
060014004002018,10,Copper (DSL/VDSL),3.0,0.384
060014004002018,11,Copper (DSL/VDSL),18.0,1.5
060014004002018,12,Copper (DSL/VDSL),100.0,20.0
060014004003001,11,Copper (DSL/VDSL),18.0,1.5
060014004003001,12,Copper (DSL/VDSL),50.0,10.0
060014004003002,11,Copper (DSL/VDSL),18.0,1.5
060014004003002,12,Copper (DSL/VDSL),75.0,20.0
060014004003002,50,Fiber to the Premises,1000.0,1000.0
060014004003003,10,Copper (DSL/VDSL),3.0,0.384
060014004003003,11,Copper (DSL/VDSL),18.0,1.5
060014004003003,12,Copper (DSL/VDSL),75.0,20.0
060014004003003,50,Fiber to the Premises,1000.0,1000.0
060014004003004,10,Copper (DSL/VDSL),3.0,0.384
060014004003004,11,Copper (DSL/VDSL),18.0,1.5
060014004003004,12,Copper (DSL/VDSL),25.0,5.0
060014004003004,50,Fiber to the Premises,1000.0,1000.0
060014004003006,11,Copper (DSL/VDSL),18.0,1.5
060014004003006,12,Copper (DSL/VDSL),50.0,10.0
060014004003006,50,Fiber to the Premises,1000.0,1000.0
060014004003007,11,Copper (DSL/VDSL),18.0,1.5
060014004003007,12,Copper (DSL/VDSL),50.0,10.0
060014004003007,50,Fiber to the Premises,1000.0,1000.0
060014004003008,12,Copper (DSL/VDSL),25.0,5.0
060014004003008,50,Fiber to the Premises,1000.0,1000.0
060014004003009,11,Copper (DSL/VDSL),18.0,1.5
060014004003009,12,Copper (DSL/VDSL),50.0,10.0
060014004003009,50,Fiber to the Premises,1000.0,1000.0
060014004003010,11,Copper (DSL/VDSL),6.0,1.0
060014004003010,50,Fiber to the Premises,1000.0,1000.0
060014004003011,11,Copper (DSL/VDSL),6.0,1.0
060014004003011,50,Fiber to the Premises,1000.0,1000.0
060014004003012,11,Copper (DSL/VDSL),18.0,1.5
060014004003012,12,Copper (DSL/VDSL),75.0,20.0
060014004003012,50,Fiber to the Premises,1000.0,1000.0
060014005001000,11,Copper (DSL/VDSL),18.0,1.5
060014005001000,12,Copper (DSL/VDSL),50.0,10.0
060014005001000,50,Fiber to the Premises,1000.0,1000.0
060014005001001,11,Copper (DSL/VDSL),18.0,1.5
060014005001001,12,Copper (DSL/VDSL),100.0,20.0
060014005001001,50,Fiber to the Premises,1000.0,1000.0
060014005001003,11,Copper (DSL/VDSL),18.0,1.5
060014005001003,12,Copper (DSL/VDSL),100.0,20.0
060014005001003,50,Fiber to the Premises,1000.0,1000.0
060014005001004,10,Copper (DSL/VDSL),6.0,0.512
060014005001004,11,Copper (DSL/VDSL),18.0,1.5
060014005001004,12,Copper (DSL/VDSL),100.0,20.0
060014005001004,50,Fiber to the Premises,1000.0,1000.0
060014005001005,11,Copper (DSL/VDSL),18.0,1.5
060014005001005,12,Copper (DSL/VDSL),100.0,20.0
060014005001006,11,Copper (DSL/VDSL),18.0,1.5
060014005001006,12,Copper (DSL/VDSL),100.0,20.0
060014005001008,11,Copper (DSL/VDSL),18.0,1.5
060014005001008,12,Copper (DSL/VDSL),100.0,20.0
060014005001009,11,Copper (DSL/VDSL),18.0,1.5
060014005001009,12,Copper (DSL/VDSL),100.0,20.0
060014005001010,11,Copper (DSL/VDSL),18.0,1.5
060014005001010,12,Copper (DSL/VDSL),100.0,20.0
060014005001011,10,Copper (DSL/VDSL),3.0,0.384
060014005001011,11,Copper (DSL/VDSL),18.0,1.5
060014005001011,12,Copper (DSL/VDSL),100.0,20.0
060014005001011,50,Fiber to the Premises,1000.0,1000.0
060014005001012,11,Copper (DSL/VDSL),18.0,1.5
060014005001012,12,Copper (DSL/VDSL),100.0,20.0
060014005001013,11,Copper (DSL/VDSL),18.0,1.5
060014005001013,12,Copper (DSL/VDSL),75.0,20.0
060014005001013,50,Fiber to the Premises,1000.0,1000.0
060014005001014,11,Copper (DSL/VDSL),18.0,1.5
060014005001014,12,Copper (DSL/VDSL),50.0,10.0
060014005001014,50,Fiber to the Premises,1000.0,1000.0
060014005001015,11,Copper (DSL/VDSL),18.0,1.5
060014005001015,12,Copper (DSL/VDSL),75.0,20.0
060014005001015,50,Fiber to the Premises,1000.0,1000.0
060014005001016,11,Copper (DSL/VDSL),18.0,1.5
060014005001016,12,Copper (DSL/VDSL),100.0,20.0
060014005001016,50,Fiber to the Premises,1000.0,1000.0
060014005002000,11,Copper (DSL/VDSL),18.0,1.5
060014005002000,12,Copper (DSL/VDSL),100.0,20.0
060014005002000,50,Fiber to the Premises,1000.0,1000.0
060014005002001,12,Copper (DSL/VDSL),25.0,5.0
060014005002001,50,Fiber to the Premises,1000.0,1000.0
060014005002002,12,Copper (DSL/VDSL),75.0,20.0
060014005002002,50,Fiber to the Premises,1000.0,1000.0
060014005002003,11,Copper (DSL/VDSL),18.0,1.5
060014005002003,12,Copper (DSL/VDSL),75.0,20.0
060014005002003,50,Fiber to the Premises,1000.0,1000.0
060014005002004,11,Copper (DSL/VDSL),18.0,1.5
060014005002004,12,Copper (DSL/VDSL),100.0,20.0
060014005002004,50,Fiber to the Premises,1000.0,1000.0
060014005002005,11,Copper (DSL/VDSL),18.0,1.5
060014005002005,12,Copper (DSL/VDSL),100.0,20.0
060014005002005,50,Fiber to the Premises,1000.0,1000.0
060014005002006,11,Copper (DSL/VDSL),18.0,1.5
060014005002006,12,Copper (DSL/VDSL),75.0,20.0
060014005002006,50,Fiber to the Premises,1000.0,1000.0
060014005002007,11,Copper (DSL/VDSL),18.0,1.5
060014005002007,12,Copper (DSL/VDSL),100.0,20.0
060014005002007,50,Fiber to the Premises,1000.0,1000.0
060014005003000,11,Copper (DSL/VDSL),18.0,1.5
060014005003000,12,Copper (DSL/VDSL),100.0,20.0
060014005003001,11,Copper (DSL/VDSL),18.0,1.5
060014005003001,12,Copper (DSL/VDSL),100.0,20.0
060014005003002,11,Copper (DSL/VDSL),18.0,1.5
060014005003002,12,Copper (DSL/VDSL),100.0,20.0
060014005003003,11,Copper (DSL/VDSL),18.0,1.5
060014005003003,12,Copper (DSL/VDSL),100.0,20.0
060014005003004,10,Copper (DSL/VDSL),6.0,0.512
060014005003004,11,Copper (DSL/VDSL),18.0,1.5
060014005003004,12,Copper (DSL/VDSL),100.0,20.0
060014005003006,11,Copper (DSL/VDSL),18.0,1.5
060014005003006,12,Copper (DSL/VDSL),100.0,20.0
060014005003006,50,Fiber to the Premises,1000.0,1000.0
060014005003007,11,Copper (DSL/VDSL),18.0,1.5
060014005003007,12,Copper (DSL/VDSL),25.0,5.0
060014005003007,50,Fiber to the Premises,1000.0,1000.0
060014006001000,11,Copper (DSL/VDSL),10.0,1.0
060014006001000,12,Copper (DSL/VDSL),50.0,10.0
060014006001000,50,Fiber to the Premises,1000.0,1000.0
060014006001001,10,Copper (DSL/VDSL),6.0,0.512
060014006001001,11,Copper (DSL/VDSL),18.0,1.5
060014006001001,12,Copper (DSL/VDSL),100.0,20.0
060014006001001,50,Fiber to the Premises,1000.0,1000.0
060014006001002,11,Copper (DSL/VDSL),18.0,1.5
060014006001002,12,Copper (DSL/VDSL),100.0,20.0
060014006001002,50,Fiber to the Premises,1000.0,1000.0
060014006001003,11,Copper (DSL/VDSL),18.0,1.5
060014006001003,12,Copper (DSL/VDSL),75.0,20.0
060014006001004,11,Copper (DSL/VDSL),18.0,1.5
060014006001004,12,Copper (DSL/VDSL),75.0,20.0
060014006001005,11,Copper (DSL/VDSL),18.0,1.5
060014006001005,12,Copper (DSL/VDSL),100.0,20.0
060014006001005,50,Fiber to the Premises,1000.0,1000.0
060014006001006,11,Copper (DSL/VDSL),18.0,1.5
060014006001006,12,Copper (DSL/VDSL),100.0,20.0
060014006001006,50,Fiber to the Premises,1000.0,1000.0
060014006001007,11,Copper (DSL/VDSL),18.0,1.5
060014006001007,12,Copper (DSL/VDSL),25.0,5.0
060014006001007,50,Fiber to the Premises,1000.0,1000.0
060014006001008,11,Copper (DSL/VDSL),18.0,1.5
060014006001008,50,Fiber to the Premises,1000.0,1000.0
060014006001009,10,Copper (DSL/VDSL),3.0,0.384
060014006001009,11,Copper (DSL/VDSL),18.0,1.5
060014006001009,12,Copper (DSL/VDSL),100.0,20.0
060014006001009,50,Fiber to the Premises,1000.0,1000.0
060014006001010,11,Copper (DSL/VDSL),18.0,1.5
060014006001010,12,Copper (DSL/VDSL),75.0,20.0
060014006001010,50,Fiber to the Premises,1000.0,1000.0
060014006002000,11,Copper (DSL/VDSL),18.0,1.5
060014006002000,50,Fiber to the Premises,1000.0,1000.0
060014006002001,10,Copper (DSL/VDSL),3.0,0.384
060014006002001,11,Copper (DSL/VDSL),18.0,1.5
060014006002001,12,Copper (DSL/VDSL),100.0,20.0
060014006002001,50,Fiber to the Premises,1000.0,1000.0
060014006002002,11,Copper (DSL/VDSL),18.0,1.5
060014006002002,12,Copper (DSL/VDSL),100.0,20.0
060014006002002,50,Fiber to the Premises,1000.0,1000.0
060014006002003,11,Copper (DSL/VDSL),18.0,1.5
060014006002003,12,Copper (DSL/VDSL),100.0,20.0
